dialog_key,context,response
DECODE-033983,"I interviewed at my job for a promotion. I knew I was the top candidate.
Nice! Did you manage to snag the promotion?
yes! I am very excited about it!
How exciting you should go out and celebrate!
Yes! Any ideas how?
I remember getting a promotion as well and my family and I went out for a nice dinner.
yes! I love Japanese food to celebrate with.  How about you?
I love Japanese food we eat it a lot, its so healthy!
yes.  It can be!",That would be a great idea to celebrate with lots of chocolate for something special!
WOWIKI-012498,"I am super pumped about my move. Guess where? London! Except, I know nothing about it except it's in a childrens nursery rhyme
Hahaha.  That is about all you need to know.  It'll be awesome for you if you like big cities.  It is the most populous city in the UK.
So there is a lot of people then? Oh dear... I suffer from anxiety and anxious of this trip already. Know how many people?","I'm not really sure of the exact number, but it is quite a few.  Will you be living in the city center or in one of the surrounding areas like Essex, Surry, or Kent?"
MPATHY-015866,"Seeing an Arcade while on vacation brought back flashbacks to my childhood and how much fun I had there!
Yeah arcades are pretty sweet. I like that some of them have bars in them now.","Yeah, I've been to an arcade bar, they are a blast.  Who would of known alcohol makes them more fun."
METALW-002568,"Hello how may I help you?
I have a question about time zones
Sure, what's your question?
What time is in Iceland when its 6 pm in New York?
It is 10 am in Iceland at that time.
What time zone ins NYC in?
Eastern Standard Time zone",What about Iceland?
CMUDOG-003346,"I agree. although I find marvel usually does a better job
yeah, they seem to have a goal with theirs. like the scene they just put up. it was very unlike batman to want to even kill superman
exactly what I was thinking!
batman never kills Joker even after all Joker does to him. and now he wants to kill superman? it just didn't feel right
I find that very hard to ""buy"" into that
yeah one thing from batman is he arrests all of the criminals and is very against killing
Although i will say the ending was good with the dirt levitating off the coffin. It defiantly left you hanging
yeah. the ending also sets up another movie
Which is smart on thier part
yeah, it is what marvel does as well",so i've noticed
MOVDIC-051938,"C'mon in, we're still trying to get the last one down.
...The President wants this shit over with. There's only one way to do that.  Let the Sheik go.
So we do have the Sheik?
You think our government operates as a single coherent entity? Devereaux just... pushed the agenda.  Of course the President was completely unaware of it.
Of course.
Now we can't just let him go. America has to stand tall in the world yadda yadda yadda. So what we do is...  We let the American justice system do its work.",-- Honey...?
PERCHT-006493,"hello ! how are you today ?
yo i am living to the fullest with video games how are you ?
i am great . what video games ?
tetris only . and country music . what do you like to do ?
i like to prepare for christmas year round
i prefer halloween it is more fun in college",halloween is not as good as christmas joy
CORMOV-064690,"He used that?
Sir Shiv-a-lot. He likes to cut.",So why isn't it all bloody?
CORMOV-029511,"Not much danger here, ma'am, I wouldn't think -- right here in the heart of Edinburgh.
They're uncommon bold, the grave robbers -- and the daft doctors who drive them on.
I'm by way of being a medical myself.",A doctor?
MOVDIC-055286,"George, we've just confirmed the existence of the live extraterrestrial.
When can we expect containment?
Well, we're in pursuit of a green Mustang...
It's in a green Mustang?",Yes. It's kidnapped a woman at gunpoint and from what we can make out is forcing her to drive it somewhere.
DECODE-006815,__SILENCE__,"hi , i'm from england . what about you ?"
PERCHT-006365,"i love cars . my name is penny
i am a dancer , what do you do ?
i sell paintings . i love to draw
nice i would love to do that
i love my truck it helps me out a lot with my business
my pc is soo slow
i know my computer has been doing that . why is that ?
must be all of the midget porn
rolling laughing my out loud
glad i could make you laugh",how many of these have you done you seem familiar
METALW-005589,"Hello how may I help you?
Can you help me with a home setting?
Yes I can. What do you need help with?",Can you check that I remembered to lock the doors
METALW-030156,"Hello how may I help you?
Can you check to see if a book is available
Yes. What is the name of the book?
Speak
That book is available. Would you like me to reserve it for you?
Is it available in large print
Yes its is available in large print
then yes please reserve it - Thanks
I have reserved the book for you. If you don't pick it up in five days, it will go back on the shelf
Ok thank you",You are welcome
MOVDIC-052319,"I want to get on my knees and thank god -money-
Who said when artists dream they dream of money? I must be such an artist. Bravo. Bravo. FLAN putting on pajamas, OUISA her nightgown.
I don't want to lose our life here. I don't want all the debt to pile up and crush us.
It won't. We're safe. OUISA in bed turns off the light.
For a while. We almost lost it. If I didn't get this money,. Ouis, I would've lost the Cezanne. It would've gone. I had nowhere to get it. OUISA gets out of bed and comes to FLAN.
Why don't you tell me how much these things mean? You wait till the last minute - OUISA and FLAN get into bed.
I don't want to worry you.
Not worry me? I'm your partner.",There is a god.
MOVDIC-042901,"You have no idea of your position in the world, Marilyn. You are the greatest actress there's ever been. Not just actress. The greatest woman of this or any time. I love you like a daughter. COLIN is surprised to see tears in her eyes.
It's hard now, but believe me you will survive this and go on to better things. Your life is ahead of you. You're young, just beginning.
I'm so tired of feeling scared. Life is so shitty. I hate it. It hurts too much.",I'm here now. I'll look after you.
